0 0 0.89448
0 1 0.893863
0 2 0.892015
0 3 0.888941
0 4 0.884649
0 5 0.879153
0 6 0.872467
0 7 0.864613
0 8 0.855612
0 9 0.845492
0 10 0.834284
0 11 0.822021
0 12 0.808743
0 13 0.79449
0 14 0.779308
0 15 0.763246
0 16 0.746355
0 17 0.728692
0 18 0.710314
0 19 0.691283
0 20 0.671662
0 21 0.651518
0 22 0.630917
0 23 0.609929
0 24 0.588625
0 25 0.567075
0 26 0.54535
0 27 0.523521
0 28 0.501659
0 29 0.479833
0 30 0.458109
0 31 0.436554
0 32 0.415229
0 33 0.394195
0 34 0.373508
0 35 0.353222
0 36 0.333386
0 37 0.314044
0 38 0.295238
0 39 0.277003
0 40 0.259371
0 41 0.24237
0 42 0.226022
0 43 0.210344
0 44 0.195349
0 45 0.181048
0 46 0.167443
0 47 0.154536
0 48 0.142324
0 49 0.130799
0 50 0.119953
0 51 0.109771
0 52 0.100238
0 53 0.0913355
0 54 0.0830442
0 55 0.0753419
0 56 0.0682052
0 57 0.0616097
0 58 0.0555299
0 59 0.0499399
0 60 0.0448134
0 61 0.0401241
0 62 0.0358454
0 63 0.0319515
0 64 0.0284167
0 65 0.0252161
0 66 0.0223253
0 67 0.0197211
0 68 0.0173809
0 69 0.0152834
0 70 0.013408
0 71 0.0117356
0 72 0.010248
0 73 0.008928
0 74 0.00775983
0 75 0.00672862
0 76 0.00582065
0 77 0.00502326
0 78 0.00432478
0 79 0.00371454
0 80 0.0031828
0 81 0.0027207
0 82 0.00232021
0 83 0.00197409
0 84 0.00167581
0 85 0.00141953
0 86 0.00120006
0 87 0.00101276
0 88 0.000853549
0 89 0.000718821
0 90 0.000605433
0 91 0.000510656
0 92 0.000432139
0 93 0.000367883
0 94 0.000316209
0 95 0.000275739
0 96 0.000245372
0 97 0.000224269
0 98 0.000211841
0 99 0.000207737
1 0 0.894301
1 1 0.893684
1 2 0.891836
1 3 0.888763
1 4 0.884472
1 5 0.878977
1 6 0.872293
1 7 0.86444
1 8 0.855441
1 9 0.845323
1 10 0.834117
1 11 0.821857
1 12 0.808581
1 13 0.794331
1 14 0.779152
1 15 0.763093
1 16 0.746206
1 17 0.728546
1 18 0.710172
1 19 0.691145
1 20 0.671528
1 21 0.651387
1 22 0.63079
1 23 0.609807
1 24 0.588507
1 25 0.566961
1 26 0.545241
1 27 0.523417
1 28 0.501559
1 29 0.479737
1 30 0.458017
1 31 0.436466
1 32 0.415146
1 33 0.394116
1 34 0.373433
1 35 0.353151
1 36 0.333319
1 37 0.313981
1 38 0.295178
1 39 0.276947
1 40 0.259319
1 41 0.242322
1 42 0.225977
1 43 0.210302
1 44 0.19531
1 45 0.181011
1 46 0.16741
1 47 0.154505
1 48 0.142295
1 49 0.130773
1 50 0.119929
1 51 0.109749
1 52 0.100217
1 53 0.0913172
1 54 0.0830276
1 55 0.0753268
1 56 0.0681916
1 57 0.0615973
1 58 0.0555187
1 59 0.0499299
1 60 0.0448045
1 61 0.040116
1 62 0.0358383
1 63 0.0319451
1 64 0.028411
1 65 0.025211
1 66 0.0223209
1 67 0.0197172
1 68 0.0173775
1 69 0.0152803
1 70 0.0134054
1 71 0.0117333
1 72 0.0102459
1 73 0.00892621
1 74 0.00775827
1 75 0.00672727
1 76 0.00581949
1 77 0.00502225
1 78 0.00432391
1 79 0.0037138
1 80 0.00318217
1 81 0.00272016
1 82 0.00231975
1 83 0.00197369
1 84 0.00167547
1 85 0.00141925
1 86 0.00119982
1 87 0.00101256
1 88 0.000853378
1 89 0.000718677
1 90 0.000605312
1 91 0.000510554
1 92 0.000432053
1 93 0.000367809
1 94 0.000316146
1 95 0.000275684
1 96 0.000245323
1 97 0.000224225
1 98 0.000211799
1 99 0.000207696
2 0 0.893762
2 1 0.893146
2 2 0.891299
2 3 0.888227
2 4 0.883939
2 5 0.878447
2 6 0.871767
2 7 0.863919
2 8 0.854925
2 9 0.844813
2 10 0.833614
2 11 0.821361
2 12 0.808094
2 13 0.793852
2 14 0.778683
2 15 0.762633
2 16 0.745756
2 17 0.728107
2 18 0.709744
2 19 0.690728
2 20 0.671123
2 21 0.650994
2 22 0.63041
2 23 0.609439
2 24 0.588152
2 25 0.566619
2 26 0.544912
2 27 0.523101
2 28 0.501257
2 29 0.479448
2 30 0.457741
2 31 0.436203
2 32 0.414895
2 33 0.393878
2 34 0.373208
2 35 0.352939
2 36 0.333118
2 37 0.313792
2 38 0.295
2 39 0.27678
2 40 0.259163
2 41 0.242176
2 42 0.22584
2 43 0.210175
2 44 0.195193
2 45 0.180902
2 46 0.167309
2 47 0.154412
2 48 0.14221
2 49 0.130694
2 50 0.119856
2 51 0.109682
2 52 0.100157
2 53 0.0912621
2 54 0.0829775
2 55 0.0752814
2 56 0.0681505
2 57 0.0615602
2 58 0.0554853
2 59 0.0498998
2 60 0.0447775
2 61 0.0400919
2 62 0.0358167
2 63 0.0319259
2 64 0.0283939
2 65 0.0251958
2 66 0.0223074
2 67 0.0197053
2 68 0.017367
2 69 0.0152711
2 70 0.0133973
2 71 0.0117262
2 72 0.0102397
2 73 0.00892083
2 74 0.0077536
2 75 0.00672322
2 76 0.00581598
2 77 0.00501923
2 78 0.00432131
2 79 0.00371156
2 80 0.00318025
2 81 0.00271852
2 82 0.00231835
2 83 0.0019725
2 84 0.00167446
